name,furigana,prefecture,birthdate,age,gender,snum,term,rank,style,score,～１昨年_合計_出走数,～１昨年_合計_優勝,～１昨年_合計_1着,～１昨年_合計_2着,～１昨年_合計_3着,～１昨年_合計_着外,～１昨年_合計_棄権,～１昨年_合計_失格,～１昨年_合計_勝率,～１昨年_合計_2連対率,～１昨年_合計_3連対率,～１昨年_F2_出走数,～１昨年_F2_優勝,～１昨年_F2_1着,～１昨年_F2_2着,～１昨年_F2_3着,～１昨年_F2_着外,～１昨年_F2_棄権,～１昨年_F2_失格,～１昨年_F2_勝率,～１昨年_F2_2連対率,～１昨年_F2_3連対率,～１昨年_F1_出走数,～１昨年_F1_優勝,～１昨年_F1_1着,～１昨年_F1_2着,～１昨年_F1_3着,～１昨年_F1_着外,～１昨年_F1_棄権,～１昨年_F1_失格,～１昨年_F1_勝率,～１昨年_F1_2連対率,～１昨年_F1_3連対率,～１昨年_G3_出走数,～１昨年_G3_優勝,～１昨年_G3_1着,～１昨年_G3_2着,～１昨年_G3_3着,～１昨年_G3_着外,～１昨年_G3_棄権,～１昨年_G3_失格,～１昨年_G3_勝率,～１昨年_G3_2連対率,～１昨年_G3_3連対率,～１昨年_G2_出走数,～１昨年_G2_優勝,～１昨年_G2_1着,～１昨年_G2_2着,～１昨年_G2_3着,～１昨年_G2_着外,～１昨年_G2_棄権,～１昨年_G2_失格,～１昨年_G2_勝率,～１昨年_G2_2連対率,～１昨年_G2_3連対率,～１昨年_G1_出走数,～１昨年_G1_優勝,～１昨年_G1_1着,～１昨年_G1_2着,～１昨年_G1_3着,～１昨年_G1_着外,～１昨年_G1_棄権,～１昨年_G1_失格,～１昨年_G1_勝率,～１昨年_G1_2連対率,～１昨年_G1_3連対率,～１昨年_GP_出走数,～１昨年_GP_優勝,～１昨年_GP_1着,～１昨年_GP_2着,～１昨年_GP_3着,～１昨年_GP_着外,～１昨年_GP_棄権,～１昨年_GP_失格,～１昨年_GP_勝率,～１昨年_GP_2連対率,～１昨年_GP_3連対率,昨年_合計_出走数,昨年_合計_優勝,昨年_合計_1着,昨年_合計_2着,昨年_合計_3着,昨年_合計_着外,昨年_合計_棄権,昨年_合計_失格,昨年_合計_勝率,昨年_合計_2連対率,昨年_合計_3連対率,昨年_F2_出走数,昨年_F2_優勝,昨年_F2_1着,昨年_F2_2着,昨年_F2_3着,昨年_F2_着外,昨年_F2_棄権,昨年_F2_失格,昨年_F2_勝率,昨年_F2_2連対率,昨年_F2_3連対率,昨年_F1_出走数,昨年_F1_優勝,昨年_F1_1着,昨年_F1_2着,昨年_F1_3着,昨年_F1_着外,昨年_F1_棄権,昨年_F1_失格,昨年_F1_勝率,昨年_F1_2連対率,昨年_F1_3連対率,昨年_G3_出走数,昨年_G3_優勝,昨年_G3_1着,昨年_G3_2着,昨年_G3_3着,昨年_G3_着外,昨年_G3_棄権,昨年_G3_失格,昨年_G3_勝率,昨年_G3_2連対率,昨年_G3_3連対率,昨年_G2_出走数,昨年_G2_優勝,昨年_G2_1着,昨年_G2_2着,昨年_G2_3着,昨年_G2_着外,昨年_G2_棄権,昨年_G2_失格,昨年_G2_勝率,昨年_G2_2連対率,昨年_G2_3連対率,昨年_G1_出走数,昨年_G1_優勝,昨年_G1_1着,昨年_G1_2着,昨年_G1_3着,昨年_G1_着外,昨年_G1_棄権,昨年_G1_失格,昨年_G1_勝率,昨年_G1_2連対率,昨年_G1_3連対率,昨年_GP_出走数,昨年_GP_優勝,昨年_GP_1着,昨年_GP_2着,昨年_GP_3着,昨年_GP_着外,昨年_GP_棄権,昨年_GP_失格,昨年_GP_勝率,昨年_GP_2連対率,昨年_GP_3連対率,本年_合計_出走数,本年_合計_優勝,本年_合計_1着,本年_合計_2着,本年_合計_3着,本年_合計_着外,本年_合計_棄権,本年_合計_失格,本年_合計_勝率,本年_合計_2連対率,本年_合計_3連対率,本年_F2_出走数,本年_F2_優勝,本年_F2_1着,本年_F2_2着,本年_F2_3着,本年_F2_着外,本年_F2_棄権,本年_F2_失格,本年_F2_勝率,本年_F2_2連対率,本年_F2_3連対率,本年_F1_出走数,本年_F1_優勝,本年_F1_1着,本年_F1_2着,本年_F1_3着,本年_F1_着外,本年_F1_棄権,本年_F1_失格,本年_F1_勝率,本年_F1_2連対率,本年_F1_3連対率,本年_G3_出走数,本年_G3_優勝,本年_G3_1着,本年_G3_2着,本年_G3_3着,本年_G3_着外,本年_G3_棄権,本年_G3_失格,本年_G3_勝率,本年_G3_2連対率,本年_G3_3連対率,本年_G2_出走数,本年_G2_優勝,本年_G2_1着,本年_G2_2着,本年_G2_3着,本年_G2_着外,本年_G2_棄権,本年_G2_失格,本年_G2_勝率,本年_G2_2連対率,本年_G2_3連対率,本年_G1_出走数,本年_G1_優勝,本年_G1_1着,本年_G1_2着,本年_G1_3着,本年_G1_着外,本年_G1_棄権,本年_G1_失格,本年_G1_勝率,本年_G1_2連対率,本年_G1_3連対率,本年_GP_出走数,本年_GP_優勝,本年_GP_1着,本年_GP_2着,本年_GP_3着,本年_GP_着外,本年_GP_棄権,本年_GP_失格,本年_GP_勝率,本年_GP_2連対率,本年_GP_3連対率,通算_合計_出走数,通算_合計_優勝,通算_合計_1着,通算_合計_2着,通算_合計_3着,通算_合計_着外,通算_合計_棄権,通算_合計_失格,通算_合計_勝率,通算_合計_2連対率,通算_合計_3連対率,通算_F2_出走数,通算_F2_優勝,通算_F2_1着,通算_F2_2着,通算_F2_3着,通算_F2_着外,通算_F2_棄権,通算_F2_失格,通算_F2_勝率,通算_F2_2連対率,通算_F2_3連対率,通算_F1_出走数,通算_F1_優勝,通算_F1_1着,通算_F1_2着,通算_F1_3着,通算_F1_着外,通算_F1_棄権,通算_F1_失格,通算_F1_勝率,通算_F1_2連対率,通算_F1_3連対率,通算_G3_出走数,通算_G3_優勝,通算_G3_1着,通算_G3_2着,通算_G3_3着,通算_G3_着外,通算_G3_棄権,通算_G3_失格,通算_G3_勝率,通算_G3_2連対率,通算_G3_3連対率,通算_G2_出走数,通算_G2_優勝,通算_G2_1着,通算_G2_2着,通算_G2_3着,通算_G2_着外,通算_G2_棄権,通算_G2_失格,通算_G2_勝率,通算_G2_2連対率,通算_G2_3連対率,通算_G1_出走数,通算_G1_優勝,通算_G1_1着,通算_G1_2着,通算_G1_3着,通算_G1_着外,通算_G1_棄権,通算_G1_失格,通算_G1_勝率,通算_G1_2連対率,通算_G1_3連対率,通算_GP_出走数,通算_GP_優勝,通算_GP_1着,通算_GP_2着,通算_GP_3着,通算_GP_着外,通算_GP_棄権,通算_GP_失格,通算_GP_勝率,通算_GP_2連対率,通算_GP_3連対率
木村 勉,キムラ ツトム,徳島県,1976/03/01,49歳,男,013294,79期,A級2班,追,80.05,1835,16,236,223,228,1117,20,15,12.8%,25.0%,37.4%,834,15,150,111,120,444,5,5,17.9%,31.2%,45.6%,819,1,72,91,91,545,14,9,8.7%,19.9%,31.0%,171,0,14,20,15,120,1,1,8.1%,19.8%,28.6%,11,0,0,1,2,8,0,0,0.0%,9.0%,27.2%,,,,,,,,,,,,,,,,,,,,,,,82,0,1,7,11,62,1,0,1.2%,9.7%,23.1%,38,0,1,4,6,26,1,0,2.6%,13.1%,28.9%,44,0,0,3,5,36,0,0,0.0%,6.8%,18.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,0,0,5,14,0,0,0.0%,0.0%,26.3%,7,0,0,0,1,6,0,0,0.0%,0.0%,14.2%,12,0,0,0,4,8,0,0,0.0%,0.0%,33.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1936,16,237,230,244,1193,21,15,12.2%,24.1%,36.7%,879,15,151,115,127,476,6,5,17.1%,30.2%,44.7%,875,1,72,94,100,589,14,9,8.2%,18.9%,30.4%,171,0,14,20,15,120,1,1,8.1%,19.8%,28.6%,11,0,0,1,2,8,0,0,0.0%,9.0%,27.2%,,,,,,,,,,,,,,,,,,,,,,
佐々木 則幸,ササキ ノリユキ,高知県,1976/09/03,48歳,男,013295,79期,S級2班,追,99.80,2033,47,420,280,204,1095,30,4,20.6%,34.4%,44.4%,222,12,94,35,14,79,0,0,42.3%,58.1%,64.4%,778,28,166,119,89,391,12,1,21.3%,36.6%,48.0%,610,7,108,80,70,341,10,1,17.7%,30.8%,42.2%,120,0,20,14,6,79,1,0,16.6%,28.3%,33.3%,303,0,32,32,25,205,7,2,10.5%,21.1%,29.3%,,,,,,,,,,,,90,0,9,10,15,56,0,0,10.0%,21.1%,37.7%,,,,,,,,,,,,67,0,8,8,14,37,0,0,11.9%,23.8%,44.7%,23,0,1,2,1,19,0,0,4.3%,13.0%,17.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,3,3,3,21,0,0,10.0%,20.0%,30.0%,,,,,,,,,,,,22,0,2,3,2,15,0,0,9.0%,22.7%,31.8%,8,0,1,0,1,6,0,0,12.5%,12.5%,25.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2153,47,432,293,222,1172,30,4,20.0%,33.6%,43.9%,222,12,94,35,14,79,0,0,42.3%,58.1%,64.4%,867,28,176,130,105,443,12,1,20.2%,35.2%,47.4%,641,7,110,82,72,366,10,1,17.1%,29.9%,41.1%,120,0,20,14,6,79,1,0,16.6%,28.3%,33.3%,303,0,32,32,25,205,7,2,10.5%,21.1%,29.3%,,,,,,,,,,,
林 明宏,ハヤシ アキヒロ,高知県,1976/06/21,48歳,男,013296,79期,A級1班,追,86.79,2281,9,303,263,239,1464,10,3,13.2%,24.8%,35.2%,1417,6,201,178,147,885,4,2,14.1%,26.7%,37.1%,795,3,94,76,87,533,5,1,11.8%,21.3%,32.3%,67,0,8,9,5,44,1,0,11.9%,25.3%,32.8%,2,0,0,0,0,2,0,0,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,,,66,0,12,8,14,32,0,0,18.1%,30.3%,51.5%,42,0,10,5,8,19,0,0,23.8%,35.7%,54.7%,24,0,2,3,6,13,0,0,8.3%,20.8%,45.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,0,7,3,14,0,0,0.0%,29.1%,41.6%,18,0,0,4,3,11,0,0,0.0%,22.2%,38.8%,6,0,0,3,0,3,0,0,0.0%,50.0%,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2371,9,315,278,256,1510,10,3,13.2%,25.0%,35.8%,1477,6,211,187,158,915,4,2,14.2%,26.9%,37.6%,825,3,96,82,93,549,5,1,11.6%,21.5%,32.8%,67,0,8,9,5,44,1,0,11.9%,25.3%,32.8%,2,0,0,0,0,2,0,0,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,,
井手 健,イデ タケシ,長崎県,1973/11/11,51歳,男,013298,79期,A級1班,追,82.21,2194,20,237,255,286,1385,28,4,10.8%,22.4%,35.4%,616,16,130,97,80,299,8,3,21.1%,36.8%,49.8%,1191,3,88,122,158,809,13,1,7.3%,17.6%,30.8%,379,1,19,35,48,270,7,0,5.0%,14.2%,26.9%,4,0,0,0,0,4,0,0,0.0%,0.0%,0.0%,4,0,0,1,0,3,0,0,0.0%,25.0%,25.0%,,,,,,,,,,,,94,0,1,18,18,56,1,0,1.0%,20.2%,39.3%,60,0,0,14,11,35,0,0,0.0%,23.3%,41.6%,34,0,1,4,7,21,1,0,2.9%,14.7%,35.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,0,1,4,6,22,0,0,3.0%,15.1%,33.3%,24,0,1,4,2,17,0,0,4.1%,20.8%,29.1%,9,0,0,0,4,5,0,0,0.0%,0.0%,44.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2321,20,239,277,310,1463,29,4,10.2%,22.2%,35.5%,700,16,131,115,93,351,8,3,18.7%,35.1%,48.4%,1234,3,89,126,169,835,14,1,7.2%,17.4%,31.1%,379,1,19,35,48,270,7,0,5.0%,14.2%,26.9%,4,0,0,0,0,4,0,0,0.0%,0.0%,0.0%,4,0,0,1,0,3,0,0,0.0%,25.0%,25.0%,,,,,,,,,,,
五十嵐 博一,イガラシ ヒロカズ,熊本県,1974/05/01,51歳,男,013299,79期,A級3班,追,66.81,2022,15,248,251,273,1225,21,6,12.2%,24.6%,38.1%,1529,8,189,202,217,905,13,4,12.3%,25.5%,39.7%,472,5,55,45,54,310,7,2,11.6%,21.1%,32.6%,21,2,4,4,2,10,1,0,19.0%,38.0%,47.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,0,3,5,11,46,0,1,4.5%,12.1%,28.7%,66,0,3,5,11,46,0,1,4.5%,12.1%,28.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,0,2,6,19,0,0,0.0%,7.4%,29.6%,27,0,0,2,6,19,0,0,0.0%,7.4%,29.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2115,15,251,258,290,1290,21,7,11.8%,24.0%,37.7%,1622,8,192,209,234,970,13,5,11.8%,24.7%,39.1%,472,5,55,45,54,310,7,2,11.6%,21.1%,32.6%,21,2,4,4,2,10,1,0,19.0%,38.0%,47.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
須々田 大昇,ススタ ダイコウ,青森県,1972/09/26,52歳,男,013303,80期,A級3班,追,67.00,2136,12,193,273,287,1336,36,14,9.0%,21.8%,35.2%,1445,11,157,196,204,855,26,9,10.8%,24.4%,38.5%,664,1,35,77,82,456,10,5,5.2%,16.8%,29.2%,27,0,1,0,1,25,0,0,3.7%,3.7%,7.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,0,1,9,21,32,3,1,1.5%,15.1%,46.9%,66,0,1,9,21,32,3,1,1.5%,15.1%,46.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,1,3,2,18,0,0,4.1%,16.6%,25.0%,24,0,1,3,2,18,0,0,4.1%,16.6%,25.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2226,12,195,285,310,1386,39,15,8.7%,21.5%,35.4%,1535,11,159,208,227,905,29,10,10.3%,23.9%,38.6%,664,1,35,77,82,456,10,5,5.2%,16.8%,29.2%,27,0,1,0,1,25,0,0,3.7%,3.7%,7.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
齋藤 登志信,サイトウ トシノブ,宮城県,1972/11/08,52歳,男,013306,80期,S級2班,追,100.27,2180,47,495,259,246,1143,27,11,22.7%,34.5%,45.8%,103,13,54,10,6,31,2,0,52.4%,62.1%,67.9%,834,29,210,117,109,386,6,6,25.1%,39.2%,52.2%,647,2,133,79,77,346,10,2,20.5%,32.7%,44.6%,162,2,30,12,18,101,1,1,18.5%,25.9%,37.0%,433,1,68,41,36,278,8,2,15.7%,25.1%,33.4%,1,0,0,0,0,1,0,0,0.0%,0.0%,0.0%,84,0,11,9,12,49,2,1,13.0%,23.8%,38.0%,,,,,,,,,,,,60,0,8,9,9,31,2,1,13.3%,28.3%,43.3%,24,0,3,0,3,18,0,0,12.5%,12.5%,25.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,0,1,8,6,22,0,0,2.7%,24.3%,40.5%,,,,,,,,,,,,33,0,1,7,5,20,0,0,3.0%,24.2%,39.3%,4,0,0,1,1,2,0,0,0.0%,25.0%,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2301,47,507,276,264,1214,29,12,22.0%,34.0%,45.5%,103,13,54,10,6,31,2,0,52.4%,62.1%,67.9%,927,29,219,133,123,437,8,7,23.6%,37.9%,51.2%,675,2,136,80,81,366,10,2,20.1%,32.0%,44.0%,162,2,30,12,18,101,1,1,18.5%,25.9%,37.0%,433,1,68,41,36,278,8,2,15.7%,25.1%,33.4%,1,0,0,0,0,1,0,0,0.0%,0.0%,0.0%
浦川 尊明,ウラカワ タカアキ,茨城県,1976/04/04,49歳,男,013307,80期,A級1班,追,88.56,2081,36,363,293,254,1097,53,24,17.4%,31.5%,43.7%,520,22,151,79,62,214,11,4,29.0%,44.2%,56.1%,1139,14,165,171,137,620,33,15,14.4%,29.4%,41.5%,332,0,41,30,49,203,6,3,12.3%,21.3%,36.1%,34,0,1,9,3,20,1,0,2.9%,29.4%,38.2%,56,0,5,4,3,40,2,2,8.9%,16.0%,21.4%,,,,,,,,,,,,79,0,13,17,14,33,0,2,16.4%,37.9%,55.6%,68,0,12,14,13,28,0,1,17.6%,38.2%,57.3%,11,0,1,3,1,5,0,1,9.0%,36.3%,45.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,1,6,3,13,1,1,4.0%,28.0%,40.0%,22,0,1,6,1,12,1,1,4.5%,31.8%,36.3%,3,0,0,0,2,1,0,0,0.0%,0.0%,66.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2185,36,377,316,271,1143,54,27,17.2%,31.7%,44.1%,610,22,164,99,76,254,12,6,26.8%,43.1%,55.5%,1153,14,166,174,140,626,33,16,14.3%,29.4%,41.6%,332,0,41,30,49,203,6,3,12.3%,21.3%,36.1%,34,0,1,9,3,20,1,0,2.9%,29.4%,38.2%,56,0,5,4,3,40,2,2,8.9%,16.0%,21.4%,,,,,,,,,,,
木村 貴宏,キムラ タカヒロ,茨城県,1977/04/21,48歳,男,013308,80期,A級2班,追,86.00,2133,29,215,296,353,1200,54,18,10.0%,23.9%,40.5%,510,19,104,97,93,199,14,4,20.3%,39.4%,57.6%,1145,10,89,152,203,666,24,13,7.7%,21.0%,38.7%,340,0,17,32,43,237,10,1,5.0%,14.4%,27.0%,39,0,2,3,2,29,3,0,5.1%,12.8%,17.9%,99,0,3,12,12,69,3,0,3.0%,15.1%,27.2%,,,,,,,,,,,,80,0,3,25,15,34,1,2,3.7%,35.0%,53.7%,52,0,3,18,8,21,0,2,5.7%,40.3%,55.7%,28,0,0,7,7,13,1,0,0.0%,25.0%,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0,4,8,8,15,0,1,11.1%,33.3%,55.5%,21,0,3,4,3,10,0,1,14.2%,33.3%,47.6%,15,0,1,4,5,5,0,0,6.6%,33.3%,66.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2249,29,222,329,376,1249,55,21,9.8%,24.4%,41.2%,583,19,110,119,104,230,14,7,18.8%,39.2%,57.1%,1188,10,90,163,215,684,25,13,7.5%,21.2%,39.3%,340,0,17,32,43,237,10,1,5.0%,14.4%,27.0%,39,0,2,3,2,29,3,0,5.1%,12.8%,17.9%,99,0,3,12,12,69,3,0,3.0%,15.1%,27.2%,,,,,,,,,,,
根本 雄紀,ネモト ユウキ,茨城県,1977/06/30,47歳,男,013311,80期,A級2班,追,87.47,2205,13,189,263,304,1407,37,8,8.5%,20.4%,34.2%,721,11,108,109,106,383,12,5,14.9%,30.0%,44.7%,1186,2,70,125,158,809,22,3,5.9%,16.4%,29.7%,286,0,11,28,35,209,3,0,3.8%,13.6%,25.8%,12,0,0,1,5,6,0,0,0.0%,8.3%,50.0%,,,,,,,,,,,,,,,,,,,,,,,88,0,0,10,20,56,2,1,0.0%,11.3%,34.0%,64,0,0,8,14,42,0,0,0.0%,12.5%,34.3%,24,0,0,2,6,14,2,1,0.0%,8.3%,33.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,5,6,8,15,1,0,14.2%,31.4%,54.2%,23,0,5,6,3,8,1,0,21.7%,47.8%,60.8%,12,0,0,0,5,7,0,0,0.0%,0.0%,41.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2328,13,194,279,332,1478,40,9,8.3%,20.3%,34.5%,808,11,113,123,123,433,13,5,13.9%,29.2%,44.4%,1222,2,70,127,169,830,24,4,5.7%,16.1%,29.9%,286,0,11,28,35,209,3,0,3.8%,13.6%,25.8%,12,0,0,1,5,6,0,0,0.0%,8.3%,50.0%,,,,,,,,,,,,,,,,,,,,,,
鈴木 宏章,スズキ ヒロアキ,栃木県,1975/07/01,49歳,男,013314,80期,A級2班,追,81.00,2037,4,164,228,272,1336,30,10,8.0%,19.2%,32.5%,1532,3,129,177,209,990,22,7,8.4%,19.9%,33.6%,499,1,35,50,63,341,8,3,7.0%,17.0%,29.6%,6,0,0,1,0,5,0,0,0.0%,16.6%,16.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,0,0,5,15,61,0,0,0.0%,6.1%,24.6%,57,0,0,4,11,42,0,0,0.0%,7.0%,26.3%,24,0,0,1,4,19,0,0,0.0%,4.1%,20.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,0,2,3,23,0,0,0.0%,7.1%,17.8%,13,0,0,1,3,9,0,0,0.0%,7.6%,30.7%,15,0,0,1,0,14,0,0,0.0%,6.6%,6.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2146,4,164,235,290,1420,30,10,7.6%,18.5%,32.1%,1602,3,129,182,223,1041,22,7,8.0%,19.4%,33.3%,538,1,35,52,67,374,8,3,6.5%,16.1%,28.6%,6,0,0,1,0,5,0,0,0.0%,16.6%,16.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
村上 順規,ムラカミ ジユンキ,新潟県,1976/07/19,48歳,男,013320,80期,A級3班,追,69.14,2061,9,293,253,231,1274,7,4,14.2%,26.4%,37.7%,1688,9,252,210,201,1015,7,4,14.9%,27.3%,39.2%,349,0,39,38,29,243,0,0,11.1%,22.0%,30.3%,24,0,2,5,1,16,0,0,8.3%,29.1%,33.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0,3,7,9,52,0,2,4.1%,13.6%,26.0%,73,0,3,7,9,52,0,2,4.1%,13.6%,26.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,2,2,2,8,0,0,14.2%,28.5%,42.8%,14,0,2,2,2,8,0,0,14.2%,28.5%,42.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2148,9,298,262,242,1334,7,6,13.8%,26.0%,37.3%,1775,9,257,219,212,1075,7,6,14.4%,26.8%,38.7%,349,0,39,38,29,243,0,0,11.1%,22.0%,30.3%,24,0,2,5,1,16,0,0,8.3%,29.1%,33.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
市川 博章,イチカワ ヒロアキ,静岡県,1976/07/16,48歳,男,013324,80期,A級3班,追,67.37,2198,8,255,267,268,1400,6,2,11.6%,23.7%,35.9%,1859,8,226,236,237,1153,6,1,12.1%,24.8%,37.6%,321,0,27,27,30,236,0,1,8.4%,16.8%,26.1%,18,0,2,4,1,11,0,0,11.1%,33.3%,38.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,3,7,9,45,0,0,4.6%,15.6%,29.6%,64,0,3,7,9,45,0,0,4.6%,15.6%,29.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,0,2,6,19,0,0,0.0%,7.4%,29.6%,27,0,0,2,6,19,0,0,0.0%,7.4%,29.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2289,8,258,276,283,1464,6,2,11.2%,23.3%,35.6%,1950,8,229,245,252,1217,6,1,11.7%,24.3%,37.2%,321,0,27,27,30,236,0,1,8.4%,16.8%,26.1%,18,0,2,4,1,11,0,0,11.1%,33.3%,38.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高橋 健太,タカハシ ケンタ,静岡県,1977/11/01,47歳,男,013327,80期,A級2班,追,82.69,2002,20,253,237,269,1209,23,11,12.6%,24.4%,37.9%,894,18,146,124,129,484,9,2,16.3%,30.2%,44.6%,963,2,91,97,125,628,13,9,9.4%,19.5%,32.5%,125,0,14,12,13,85,1,0,11.2%,20.8%,31.2%,20,0,2,4,2,12,0,0,10.0%,30.0%,40.0%,,,,,,,,,,,,,,,,,,,,,,,90,0,4,6,18,60,2,0,4.4%,11.1%,31.1%,72,0,4,5,13,48,2,0,5.5%,12.5%,30.5%,18,0,0,1,5,12,0,0,0.0%,5.5%,33.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,4,0,4,18,0,0,15.3%,15.3%,30.7%,23,0,3,0,4,16,0,0,13.0%,13.0%,30.4%,3,0,1,0,0,2,0,0,33.3%,33.3%,33.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2118,20,261,243,291,1287,25,11,12.3%,23.7%,37.5%,989,18,153,129,146,548,11,2,15.4%,28.5%,43.2%,984,2,92,98,130,642,13,9,9.3%,19.3%,32.5%,125,0,14,12,13,85,1,0,11.2%,20.8%,31.2%,20,0,2,4,2,12,0,0,10.0%,30.0%,40.0%,,,,,,,,,,,,,,,,,,,,,,
萩原 孝之,ハギワラ タカユキ,静岡県,1977/07/12,47歳,男,013328,80期,S級2班,追,98.10,2227,40,412,337,252,1177,41,12,18.5%,33.6%,44.9%,274,19,118,40,20,94,2,1,43.0%,57.6%,64.9%,1159,20,216,197,140,577,23,7,18.6%,35.6%,47.7%,503,1,57,71,65,298,11,3,11.3%,25.4%,38.3%,92,0,8,9,11,62,2,0,8.6%,18.4%,30.4%,199,0,13,20,16,146,3,1,6.5%,16.5%,24.6%,,,,,,,,,,,,85,0,8,12,17,45,2,1,9.4%,23.5%,43.5%,,,,,,,,,,,,59,0,6,10,10,30,2,1,10.1%,27.1%,44.0%,26,0,2,2,7,15,0,0,7.6%,15.3%,42.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,4,0,3,13,0,0,20.0%,20.0%,35.0%,,,,,,,,,,,,12,0,3,0,2,7,0,0,25.0%,25.0%,41.6%,8,0,1,0,1,6,0,0,12.5%,12.5%,25.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2332,40,424,349,272,1235,43,13,18.1%,33.1%,44.8%,274,19,118,40,20,94,2,1,43.0%,57.6%,64.9%,1230,20,225,207,152,614,25,8,18.2%,35.1%,47.4%,537,1,60,73,73,319,11,3,11.1%,24.7%,38.3%,92,0,8,9,11,62,2,0,8.6%,18.4%,30.4%,199,0,13,20,16,146,3,1,6.5%,16.5%,24.6%,,,,,,,,,,,
